metric,trim,mean,std,oct10_median,zscore
drop%,none,3.970598416778374,4.586644319176763,68.90475642059197,14.157225519389815
pump%,trim0.1%-99.9%,9.147472440956122,9.487732188275034,233.42036553524807,23.63819811139368
range%,trim0.1%-99.9%,8.531398026518383,7.913326644953132,73.24965132496514,8.178387699908988
